UniqueID,Filename/FlightID,Year,Month,Day,Date,Critical Period,Day Type,Creel Subarea,GMA,PFMA,Pin ID,"Date Created
(Timestamp from Avenza Maps)",Latitude,Longitude,1. Rec Boat Fishing,2. Rec Boats Running,3. Commercial Vessel Fishing,4. Commercial Vessel Not Fishing,5. Small Commercial Vessel,6. Large Commercial Vessel,7.  Whale Watching Boat,8. Orcas,9. Whales,10. Sea State,Description,
2023_12656083_49590602,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,27L,WCVI,127-1,Placemark 28,2023-08-03T10:40:19-07:00,50.462219,-128.148956,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12657230_49573694,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 29,2023-08-03T10:41:01-07:00,50.45878,-128.184646,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12661019_49558384,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,27L,WCVI,127-1,Placemark 30,2023-08-03T10:41:15-07:00,50.475906,-128.15575,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12661142_49577565,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,27B,WCVI,27-2,Placemark 31,2023-08-03T10:41:22-07:00,50.478979,-128.133975,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12661225_49590632,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127C,WCVI,127-3,Placemark 32,2023-08-03T10:45:54-07:00,50.534944,-128.311837,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12661647_49586517,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127C,WCVI,127-3,Placemark 33,2023-08-03T10:46:57-07:00,50.522028,-128.305848,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12662634_49590975,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127C,WCVI,127-3,Placemark 34,2023-08-03T10:47:11-07:00,50.511557,-128.305857,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12665352_49579413,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127C,WCVI,127-3,Placemark 35,2023-08-03T10:47:33-07:00,50.506224,-128.319037,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12668245_49581232,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 36,2023-08-03T10:47:44-07:00,50.489813,-128.296887,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12669772_49586847,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 37,2023-08-03T10:48:53-07:00,50.462085,-128.224506,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12670852_49595445,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 38,2023-08-03T10:50:22-07:00,50.4406,-128.206247,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12674749_49594779,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 39,2023-08-03T10:52:18-07:00,50.384941,-128.17365,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12676673_49579986,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 40,2023-08-03T10:52:27-07:00,50.38652,-128.180685,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12680491_49567214,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 41,2023-08-03T10:52:54-07:00,50.390065,-128.121969,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12682944_49565423,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 42,2023-08-03T10:53:50-07:00,50.359211,-128.092017,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12683217_49557816,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 43,2023-08-03T10:56:21-07:00,50.296007,-128.062675,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12685140_49594403,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 44,2023-08-03T10:56:56-07:00,50.267016,-128.055128,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12700230_49795534,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127E,WCVI,127-2,Placemark 45,2023-08-03T10:58:50-07:00,50.209535,-128.061018,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12700072_49803186,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127A,WCVI,127-1,Placemark 46,2023-08-03T10:58:59-07:00,50.221501,-128.042614,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12700249_49828482,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,127E,WCVI,127-2,Placemark 47,2023-08-03T11:00:10-07:00,50.175206,-128.041088,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12689626_49848545,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126K,WCVI,126-4,Placemark 48,2023-08-03T11:03:53-07:00,50.078772,-127.936841,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12705026_49818751,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126K,WCVI,126-4,Placemark 49,2023-08-03T11:04:12-07:00,50.07817,-127.921943,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12705235_49813929,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-2,Placemark 50,2023-08-03T11:09:53-07:00,49.985709,-127.704605,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12707186_49800930,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-2,Placemark 51,2023-08-03T11:10:10-07:00,49.958404,-127.678252,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12707673_49818379,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-2,Placemark 52,2023-08-03T11:12:28-07:00,49.92052,-127.651097,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12707097_49851401,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-2,Placemark 53,2023-08-03T11:13:24-07:00,49.919771,-127.598611,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12714064_49846126,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 54,2023-08-03T11:13:55-07:00,49.873086,-127.590857,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12718131_49820928,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 55,2023-08-03T11:14:19-07:00,49.844846,-127.607352,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12720670_49794624,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 56,2023-08-03T11:16:31-07:00,49.817076,-127.655679,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12732286_49699227,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 57,2023-08-03T11:18:26-07:00,49.771237,-127.562108,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12721198_49722723,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 58,2023-08-03T11:19:53-07:00,49.760023,-127.488132,16,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12719285_49730286,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 59,2023-08-03T11:19:59-07:00,49.763168,-127.49154,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12686521_49480857,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 60,2023-08-03T11:21:17-07:00,49.737433,-127.458495,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12676521_49417583,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 61,2023-08-03T11:22:38-07:00,49.721581,-127.403488,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12674574_49392380,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 62,2023-08-03T11:23:08-07:00,49.718566,-127.381551,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12672776_49395148,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 63,2023-08-03T11:24:21-07:00,49.74087,-127.337207,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12670357_49408469,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 64,2023-08-03T11:25:12-07:00,49.754199,-127.321297,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12663575_49431942,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 65,2023-08-03T11:25:53-07:00,49.773057,-127.303063,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12349256_48683186,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 66,2023-08-03T11:26:10-07:00,49.763261,-127.279479,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12365254_48292176,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-1,Placemark 67,2023-08-03T11:26:32-07:00,49.795072,-127.281384,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12386014_49457645,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-1,Placemark 68,2023-08-03T11:26:49-07:00,49.789549,-127.253006,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12382529_49452060,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-1,Placemark 69,2023-08-03T11:27:31-07:00,49.800259,-127.235233,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12378425_49460353,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-1,Placemark 70,2023-08-03T11:28:14-07:00,49.837373,-127.206918,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12377465_49456766,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,26A,WCVI,26-1,Placemark 71,2023-08-03T11:30:00-07:00,49.882494,-127.192624,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12374118_49449796,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,26A,WCVI,26-1,Placemark 72,2023-08-03T11:31:39-07:00,49.916094,-127.251083,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12372827_49434920,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,26A,WCVI,26-1,Placemark 73,2023-08-03T11:31:54-07:00,49.921821,-127.269988,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12371884_49430537,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,26A,WCVI,26-1,Placemark 74,2023-08-03T11:32:30-07:00,49.939041,-127.295677,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12354337_49379991,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126A,WCVI,126-1,Placemark 75,2023-08-03T11:33:31-07:00,49.922306,-127.356117,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12362787_49410231,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126P,WCVI,126-1,Placemark 76,2023-08-03T11:33:44-07:00,49.934565,-127.345939,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12350121_49369967,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,26A,WCVI,26-1,Placemark 77,2023-08-03T11:34:26-07:00,49.957266,-127.350598,8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12362608_48317303,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126P,WCVI,126-1,Placemark 78,2023-08-03T11:36:29-07:00,49.988019,-127.44602,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12345561_49353005,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-1,Placemark 79,2023-08-03T11:37:53-07:00,50.00547,-127.517093,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12343920_49345670,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,26G,WCVI,26-7,Placemark 80,2023-08-03T11:38:07-07:00,50.050323,-127.481685,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12343069_49353727,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-1,Placemark 81,2023-08-03T11:38:28-07:00,50.021164,-127.540936,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12343020_49331544,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-1,Placemark 82,2023-08-03T11:38:55-07:00,50.014376,-127.573129,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12341114_49329786,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,126G,WCVI,126-1,Placemark 83,2023-08-03T11:39:07-07:00,50.028131,-127.557811,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12343572_49428176,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,27L,WCVI,127-1,Placemark 84,2023-08-03T11:47:45-07:00,50.130261,-127.95092,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12342775_49434928,20230803_3322_QUAT,2023,8,3,2023-08-03,July 15 to August 31,Weekday,27D,WCVI,27-4,Placemark 85,2023-08-03T11:52:45-07:00,50.283349,-127.953876,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12334929_49337457,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25L,WCVI,25-1,Placemark 1,2023-08-05T08:11:30-07:00,49.666636,-126.135253,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12330601_49334761,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25L,WCVI,25-1,Placemark 2,2023-08-05T08:12:23-07:00,49.662307,-126.170646,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12328807_49339346,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25L,WCVI,25-2,Placemark 3,2023-08-05T08:14:39-07:00,49.648204,-126.267252,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12362465_48311431,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25M,WCVI,25-3,Placemark 4,2023-08-05T08:18:22-07:00,49.651297,-126.434836,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12324428_49416224,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25M,WCVI,25-4,Placemark 5,2023-08-05T08:18:41-07:00,49.655008,-126.453581,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12326205_49433754,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25N,WCVI,25-4,Placemark 6,2023-08-05T08:21:39-07:00,49.705467,-126.495105,78,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12324585_49437895,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25N,WCVI,25-4,Placemark 7,2023-08-05T08:23:00-07:00,49.733528,-126.461484,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12334173_49557795,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25N,WCVI,25-4,Placemark 8,2023-08-05T08:31:06-07:00,49.714508,-126.492828,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12327096_49572697,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25N,WCVI,25-4,Placemark 9,2023-08-05T08:31:56-07:00,49.70442,-126.515675,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12341398_49530123,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-6,Placemark 10,2023-08-05T08:32:24-07:00,49.684971,-126.529103,24,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12326251_49325439,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-4,Placemark 11,2023-08-05T08:32:50-07:00,49.691388,-126.554695,10,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12322086_49335118,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-8,Placemark 12,2023-08-05T08:33:49-07:00,49.691218,-126.587648,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12315114_49318885,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-8,Placemark 13,2023-08-05T08:34:02-07:00,49.700559,-126.599856,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12329211_49243645,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-8,Placemark 14,2023-08-05T08:35:12-07:00,49.74029,-126.626944,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12362229_48304287,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-6,Placemark 15,2023-08-05T08:37:22-07:00,49.673263,-126.60388,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12329682_49193652,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-6,Placemark 16,2023-08-05T08:39:18-07:00,49.669266,-126.53869,8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12330242_49113996,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-6,Placemark 17,2023-08-05T08:43:50-07:00,49.58785,-126.555802,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12355836_49011650,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PI,WCVI,25-6,Placemark 18,2023-08-05T08:44:02-07:00,49.590603,-126.560838,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12352613_48987930,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-7,Placemark 19,2023-08-05T08:44:28-07:00,49.573694,-126.572306,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12359354_48972116,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-7,Placemark 20,2023-08-05T08:49:57-07:00,49.558385,-126.610196,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12360148_48955051,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-7,Placemark 21,2023-08-05T08:50:44-07:00,49.577565,-126.611422,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12352171_48914901,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-6,Placemark 22,2023-08-05T08:51:04-07:00,49.590633,-126.612252,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12358392_48303605,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-7,Placemark 23,2023-08-05T08:51:30-07:00,49.586518,-126.616477,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12355929_48300261,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-7,Placemark 24,2023-08-05T08:51:44-07:00,49.590975,-126.62635,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12353705_48329531,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,25PO,WCVI,25-7,Placemark 25,2023-08-05T08:52:38-07:00,49.579413,-126.653527,16,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12345387_48392969,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125Q,WCVI,125-1,Placemark 26,2023-08-05T08:53:40-07:00,49.581232,-126.682453,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12341714_48414163,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125Q,WCVI,125-1,Placemark 27,2023-08-05T08:53:56-07:00,49.586847,-126.69773,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12337319_48395083,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125Q,WCVI,125-1,Placemark 28,2023-08-05T08:54:19-07:00,49.595446,-126.708525,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12349710_48673338,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125Q,WCVI,125-1,Placemark 29,2023-08-05T08:55:14-07:00,49.59478,-126.747494,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12330187_48390445,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125A,WCVI,125-1,Placemark 30,2023-08-05T08:55:48-07:00,49.579986,-126.766733,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12329586_48383637,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125A,WCVI,125-2,Placemark 31,2023-08-05T08:57:03-07:00,49.567214,-126.804916,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12331925_48381834,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125A,WCVI,125-2,Placemark 32,2023-08-05T08:57:26-07:00,49.565424,-126.829448,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12337641_48359258,20230805_166_Nootka,2023,8,5,2023-08-05,July 15 to August 31,Weekend,125A,WCVI,125-2,Placemark 33,2023-08-05T08:57:48-07:00,49.557817,-126.832178,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
