UniqueID,Filename/FlightID,Year,Month,Day,Date,Critical Period,Day Type,Creel Subarea,GMA,PFMA,Pin ID,"Date Created
(Timestamp from Avenza Maps)",Latitude,Longitude,1. Rec Boat Fishing,2. Rec Boats Running,3. Commercial Vessel Fishing,4. Commercial Vessel Not Fishing,5. Small Commercial Vessel,6. Large Commercial Vessel,7.  Whale Watching Boat,8. Orcas,9. Whales,10. Sea State,Description,Notes,COUNT (1/2)
2021_12768821_51094277,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,11B,NI,11-2,Placemark 39,2021-07-18T10:08:12-07:00,51.094277,-127.688215,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12767503_51069109,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,11B,NI,11-2,Placemark 40,2021-07-18T10:09:56-07:00,51.06911,-127.675033,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12756017_51015065,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,11B,NI,11-2,Placemark 41,2021-07-18T10:12:03-07:00,51.015065,-127.56018,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12745735_50905414,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-13,Placemark 42,2021-07-18T10:17:22-07:00,50.905415,-127.457356,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12743336_50880820,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-13,Placemark 43,2021-07-18T10:17:39-07:00,50.880821,-127.433362,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12744826_50866731,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-10,Placemark 44,2021-07-18T10:18:23-07:00,50.866731,-127.448268,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12745212_50862763,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-10,Placemark 45,2021-07-18T10:18:39-07:00,50.862764,-127.452126,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12724013_50829506,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-7,Placemark 46,2021-07-18T10:21:40-07:00,50.829507,-127.240132,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12723656_50749000,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-9,Placemark 47,2021-07-18T10:22:44-07:00,50.749001,-127.236563,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12715469_50713819,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-8,Placemark 48,2021-07-18T10:27:10-07:00,50.71382,-127.1547,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12709684_50681466,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-8,Placemark 49,2021-07-18T10:29:21-07:00,50.681467,-127.096844,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12707454_50675904,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-8,Placemark 50,2021-07-18T10:31:04-07:00,50.675905,-127.074541,9,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12701952_50670230,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-8,Placemark 51,2021-07-18T10:32:34-07:00,50.670231,-127.019529,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12690502_50676106,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-6,Placemark 52,2021-07-18T10:34:18-07:00,50.676106,-126.905025,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12687122_50664298,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-6,Placemark 53,2021-07-18T10:35:01-07:00,50.664298,-126.871222,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12685621_50650996,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-6,Placemark 54,2021-07-18T10:36:01-07:00,50.650997,-126.856213,12,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12683163_50636983,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-6,Placemark 55,2021-07-18T10:36:26-07:00,50.636984,-126.831636,8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12681754_50622774,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 56,2021-07-18T10:37:00-07:00,50.622774,-126.817545,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12679102_50635635,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-6,Placemark 57,2021-07-18T10:37:19-07:00,50.635635,-126.791023,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12677255_50626523,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 58,2021-07-18T10:37:39-07:00,50.626523,-126.77256,5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12676181_50622423,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 59,2021-07-18T10:37:55-07:00,50.622424,-126.761814,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12678267_50592202,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 60,2021-07-18T10:38:14-07:00,50.592203,-126.782675,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12672534_50606738,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 61,2021-07-18T10:38:37-07:00,50.606739,-126.725347,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12672198_50597374,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 62,2021-07-18T10:39:02-07:00,50.597374,-126.721985,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12672074_50586997,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 63,2021-07-18T10:39:13-07:00,50.586998,-126.720749,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12670079_50574337,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 64,2021-07-18T10:39:32-07:00,50.574337,-126.700796,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12668335_50565891,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12C,NI,12-5,Placemark 65,2021-07-18T10:40:06-07:00,50.565892,-126.683352,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12677749_50545845,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-3,Placemark 66,2021-07-18T10:42:55-07:00,50.545846,-126.777493,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12681805_50579533,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 67,2021-07-18T10:43:18-07:00,50.579534,-126.818059,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12681806_50554925,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-4,Placemark 68,2021-07-18T10:43:44-07:00,50.554925,-126.818069,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12682839_50555169,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-4,Placemark 69,2021-07-18T10:44:04-07:00,50.555169,-126.828395,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12689670_50565851,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-19,Placemark 70,2021-07-18T10:45:07-07:00,50.565852,-126.896703,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12688025_50561738,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-19,Placemark 71,2021-07-18T10:45:22-07:00,50.561739,-126.880255,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12691268_50611707,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 72,2021-07-18T10:46:28-07:00,50.611708,-126.912689,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12692447_50614392,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 73,2021-07-18T10:46:36-07:00,50.614393,-126.924479,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12696097_50600950,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 74,2021-07-18T10:47:47-07:00,50.60095,-126.960978,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12696681_50603459,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 75,2021-07-18T10:47:58-07:00,50.60346,-126.966811,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12698600_50600397,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 76,2021-07-18T10:48:30-07:00,50.600397,-126.986008,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12701143_50594270,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-19,Placemark 77,2021-07-18T10:48:42-07:00,50.59427,-127.011437,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12702843_50625391,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-18,Placemark 78,2021-07-18T10:49:09-07:00,50.625391,-127.028432,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12714489_50616464,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-17,Placemark 79,2021-07-18T10:51:23-07:00,50.616464,-127.144899,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12718803_50635490,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-17,Placemark 80,2021-07-18T10:52:32-07:00,50.63549,-127.188034,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12721119_50686489,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12B,NI,12-8,Placemark 81,2021-07-18T10:53:24-07:00,50.686489,-127.211195,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12725667_50693059,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-9,Placemark 82,2021-07-18T10:54:21-07:00,50.69306,-127.256677,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12729673_50712578,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-9,Placemark 83,2021-07-18T10:55:39-07:00,50.712578,-127.29673,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12737903_50704883,JST.18.07.2021.3253.KC,2021,7,18,2021-07-18,July 15 to August 31,Weekend,12A,NI,12-16,Placemark 84,2021-07-18T10:57:08-07:00,50.704883,-127.379035,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12670403_49858574,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25E,WCVI,25-9,Placemark 23,2021-07-19T08:12:53-07:00,49.858574,-126.704039,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Added back to the compilation.,1
2021_12646281_49787934,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25D,WCVI,25-5,Placemark 4,2021-07-19T07:24:18-07:00,49.787934,-126.462819,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Added back to the compilation.,1
2021_12624658_49650806,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25L,WCVI,25-2,Placemark 1,2021-07-19T07:11:12-07:00,49.650807,-126.246589,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12660973_49679225,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25PI,WCVI,25-6,Placemark 10,2021-07-19T07:33:09-07:00,49.679225,-126.609739,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12655949_49655923,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25PI,WCVI,25-6,Placemark 11,2021-07-19T07:35:40-07:00,49.655923,-126.559494,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12657369_49578434,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25PO,WCVI,25-7,Placemark 12,2021-07-19T07:39:32-07:00,49.578435,-126.573697,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12661491_49486379,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-1,Placemark 13,2021-07-19T07:43:22-07:00,49.48638,-126.614916,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12662131_49498975,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-1,Placemark 14,2021-07-19T07:43:50-07:00,49.498976,-126.621315,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12664718_49577433,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25PO,WCVI,25-7,Placemark 15,2021-07-19T07:49:07-07:00,49.577433,-126.647186,23,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12670594_49585779,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125Q,WCVI,125-1,Placemark 16,2021-07-19T07:49:58-07:00,49.585779,-126.705945,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12673200_49596949,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125Q,WCVI,125-1,Placemark 17,2021-07-19T07:50:40-07:00,49.59695,-126.732002,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12682765_49564199,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-2,Placemark 18,2021-07-19T07:53:13-07:00,49.5642,-126.827654,19,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12684826_49567633,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-2,Placemark 19,2021-07-19T07:53:44-07:00,49.567633,-126.848261,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12647883_49717920,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25N,WCVI,25-4,Placemark 2,2021-07-19T07:18:56-07:00,49.71792,-126.478833,30,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12699435_49794521,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25JO,WCVI,25-13,Placemark 20,2021-07-19T08:03:27-07:00,49.794521,-126.994357,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12697994_49835200,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25JI,WCVI,25-13,Placemark 21,2021-07-19T08:05:08-07:00,49.8352,-126.979947,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12690515_49850099,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25F,WCVI,25-13,Placemark 22,2021-07-19T08:07:01-07:00,49.8501,-126.905154,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,1
2021_12690521_49859055,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25F,WCVI,25-13,Placemark 24,2021-07-19T08:17:58-07:00,49.859055,-126.905217,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12704293_49811294,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25JO,WCVI,25-13,Placemark 25,2021-07-19T08:21:31-07:00,49.811295,-127.042938,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12708598_49825000,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25JO,WCVI,25-13,Placemark 26,2021-07-19T08:22:38-07:00,49.825001,-127.085982,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12719372_49869420,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,126P,WCVI,126-1,Placemark 27,2021-07-19T08:25:34-07:00,49.86942,-127.193725,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12721778_49906444,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,26A,WCVI,26-1,Placemark 28,2021-07-19T08:26:58-07:00,49.906445,-127.217787,20,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12743741_49980439,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,126P,WCVI,126-1,Placemark 29,2021-07-19T08:32:26-07:00,49.980439,-127.437412,12,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12647309_49721528,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25N,WCVI,25-4,Placemark 3,2021-07-19T07:19:06-07:00,49.721528,-126.473091,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12748773_50001696,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,126M,WCVI,126-1,Placemark 30,2021-07-19T08:33:44-07:00,50.001696,-127.487732,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12748828_49768121,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 31,2021-07-19T08:53:05-07:00,49.768121,-127.488286,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12739634_49744035,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,126A,WCVI,126-2,Placemark 32,2021-07-19T08:55:25-07:00,49.744036,-127.396345,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,<Null>,1
2021_12725793_49739188,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125G,WCVI,125-4,Placemark 33,2021-07-19T08:58:39-07:00,49.739188,-127.257938,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12725320_49739133,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125G,WCVI,125-4,Placemark 34,2021-07-19T08:58:47-07:00,49.739134,-127.25321,<Null>,<Null>,5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12712065_49695507,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125G,WCVI,125-3,Placemark 35,2021-07-19T09:02:44-07:00,49.695507,-127.120653,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12700266_49571905,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125G,WCVI,125-5,Placemark 36,2021-07-19T09:08:09-07:00,49.571905,-127.002665,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,1
2021_12692307_49522043,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-5,Placemark 37,2021-07-19T09:10:49-07:00,49.522043,-126.92308,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12686449_49483896,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-5,Placemark 38,2021-07-19T09:12:51-07:00,49.483896,-126.864496,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12680252_49445402,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-5,Placemark 39,2021-07-19T09:14:48-07:00,49.445403,-126.802526,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12674682_49408850,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-5,Placemark 40,2021-07-19T09:16:36-07:00,49.408851,-126.746825,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12671479_49408904,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-5,Placemark 41,2021-07-19T09:17:23-07:00,49.408904,-126.714795,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,1
2021_12663620_49440903,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,125A,WCVI,125-2,Placemark 42,2021-07-19T09:19:28-07:00,49.440904,-126.636209,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12646699_49728789,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25N,WCVI,25-4,Placemark 5,2021-07-19T07:26:38-07:00,49.72879,-126.466999,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12648947_49719181,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25N,WCVI,25-4,Placemark 6,2021-07-19T07:27:20-07:00,49.719182,-126.489471,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12653867_49692634,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25N,WCVI,25-4,Placemark 7,2021-07-19T07:28:49-07:00,49.692634,-126.538676,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12655873_49689121,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25PI,WCVI,25-4,Placemark 8,2021-07-19T07:29:17-07:00,49.689122,-126.558739,13,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12659102_49692968,A25Flight19072021,2021,7,19,2021-07-19,July 15 to August 31,Weekday,25PI,WCVI,25-8,Placemark 9,2021-07-19T07:30:01-07:00,49.692968,-126.591022,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
