ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Temp_C,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,2,Rni,Rhinogobiops nicholsii,Blackeye goby,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,2,Sac,Scyra acutifrons,Sharp-nosed crab,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,2,Gor,Glebocarcinus oregonensis,Pygmy rock crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Pmi,Patiria miniata,Bat star,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Aca,Apostichopus californicus,California sea cucumber,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Hka,Haliotis kamtschatkana,Northern abalone,5,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Pgi,Pomaulax gibberosus,Red turban snail,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Dim,Dermasterias imbricata,Leather star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Poc,Pisaster ochraceus,Ochre star,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Ppr,Pugettia producta,Kelp crab,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Das,Diodora aspera,Rough keyhole limpet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Sac,Scyra acutifrons,Sharp-nosed crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Hermit,Paguroidea spp.,Unidentified Hermit crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Hcr,Hermissenda crassicornis,Thick-horned nudibranch,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Dmo,Doris montereyensis,Monterey Sea lemon,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Dal,Dirona albolineata,White-lined dirona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Cgi,Crassadoma gigantea,Giant rock scallop,8,,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,Tsp,Tonicella sp.,Unidentified chiton,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,0,0,Pspp,Percidae,Unidentified Perch,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC17,Wouwer Channel,48.865483,-125.361483,27/04/2022,2,NE,10:40,EGL,,5,2,1,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,1,2,HDe,Hexagrammos decagrammus,Kelp greenling,8,,,,,,,,,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,1,2,Ela,Embiotoca lateralis,Striped surf perch,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,1,2,Bin,Bolinopsis infundibulum,Common comb jellyfish,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Mfr,Mesocentrotus franciscanus,Red sea urchin,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Ami,Acmaea mitra,Whitecap limpet,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Pmi,Patiria miniata,Bat star,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Dim,Dermasterias imbricata,Leather star,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Hermit,Paguroidea spp.,Unidentified Hermit crab,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Hka,Haliotis kamtschatkana,Northern abalone,12,,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Pgi,Pomaulax gibberosus,Red turban snail,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Dod,Diaulula odonoghuei,Leopard dorid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Spu,Strongylocentrotus purpuratus,Purple sea urchin,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,dew,Debris - Wood,Any timber debris > 10cm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Aca,Apostichopus californicus,California sea cucumber,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Hcr,Hermissenda crassicornis,Thick-horned nudibranch,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Poc,Pisaster ochraceus,Ochre star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Oko,Orthasterias koehleri,Rainbow sea star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Das,Diodora aspera,Rough keyhole limpet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Cgi,Crassadoma gigantea,Giant rock scallop,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Aha,Artedius harringtoni,Scalyhead sculpin,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,2,Sdr,Strongylocentrotus droebachiensis,Green sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,6,,,,,,,,,,,,,1,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,1,1,Jzo,Jordania zonope,Longfin sculpin,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Oko,Patiria miniata,Bat star,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Pgi,Pomaulax gibberosus,Red turban snail,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Spu,Strongylocentrotus purpuratus,Purple sea urchin,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,,Paguroidea spp.,Hermit crab,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Ami,Acmaea mitra,Whitecap limpet,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Hka,Haliotis kamtschatkana,Northern abalone,27,,11,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Dim,Dermasterias imbricata,Leather star,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Sdr,Strongylocentrotus droebachiensis,Green sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Poc,Pisaster ochraceus,Ochre star,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,,Tonicella sp.,Chiton,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Cgi,Crassadoma gigantea,Giant rock scallop,14,,,,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Oko,Orthasterias koehleri,Rainbow sea star,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Sac,Scyra acutifrons,Sharp-nosed crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Tsp,Tecturas sp.,Unidentified limpet,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Hsp,Henricia sp.,Unidentified blood star,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Jzo,Jordania zonope,Longfin sculpin,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Das,Diodora aspera,Keyhole limpet,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,2,1,Dmo,Doris montereyensis,Monterey sea lemon ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,0,0,Elu,Enhydra lutris,Sea otter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,0,0,Zca,Zalophus californianus,California sea lion,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC6,Baeria Rocks South Island,48.950233,-125.15555,28/04/2022,2,SW,10:40,EGL,,6.5,0,0,Opi,Oxylebius pictus,Painted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,1,1,Sm,Sebastes melanops,Black rockfish,12,,,,,,,2,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,9,,,,,,,,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Poc,Pisaster ochraceus,Ochre star,34,,,,,,,1,3,1,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Spu,Strongylocentrotus purpuratus,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Hka,Haliotis kamtschatkana,Northern abalone,7,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,29/04/2022,3,W,9:45,EGL,8,8,2,1,Aca,Apostichopus californicus,California sea cucumber,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
